date_reg,type,maker,model,colour,fuel,state
2026-01-27,jip,Proton,e.MAS 7,pink,electric,Rakan Niaga
2026-01-27,jip,Proton,e.MAS 7,white,electric,Rakan Niaga
2026-01-27,jip,Proton,e.MAS 7,grey,electric,Rakan Niaga
2026-01-27,jip,Proton,e.MAS 7,green,electric,Rakan Niaga
2026-01-27,jip,Smart,Brabus,red,electric,W.P. Kuala Lumpur
2026-01-27,motokar,Tesla,Model 3,red,electric,Rakan Niaga
2026-01-27,motokar,Tesla,Model 3,black,electric,Rakan Niaga
2026-01-27,motokar,Tesla,Model 3,grey,electric,Rakan Niaga
2026-01-27,motokar,Tesla,Model Y,black,electric,Rakan Niaga
2026-01-27,motokar,Tesla,Model Y,grey,electric,Rakan Niaga
2026-01-27,motokar,Tesla,Model Y,white,electric,Rakan Niaga
2026-01-27,motokar,Tesla,Model Y,grey,electric,W.P. Kuala Lumpur
2026-01-27,motokar,Volvo,ES90,grey,electric,Rakan Niaga
2026-01-27,jip,Xpeng,G6,grey,electric,Rakan Niaga
2026-01-27,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-27,window_van,Xpeng,X9,silver,electric,Rakan Niaga
2026-01-27,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
2026-01-27,window_van,Zeekr,009,blue,electric,Selangor
2026-01-27,window_van,Zeekr,009,black,electric,Rakan Niaga
2026-01-27,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-27,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-27,jip,Zeekr,7X,grey,electric,W.P. Kuala Lumpur
2026-01-27,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-27,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-27,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-27,jip,Zeekr,7X,grey,electric,Selangor
2026-01-27,jip,Zeekr,7X,green,electric,W.P. Kuala Lumpur
2026-01-28,motokar,BMW,i4,grey,electric,Rakan Niaga
2026-01-28,motokar,BMW,i5,white,electric,Perak
2026-01-28,motokar,BMW,i7,grey,electric,Johor
2026-01-28,jip,BMW,iX,blue,electric,W.P. Kuala Lumpur
2026-01-28,jip,BYD,Atto 2,green,electric,Rakan Niaga
2026-01-28,jip,BYD,Atto 2,white,electric,Rakan Niaga
2026-01-28,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-28,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-28,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-28,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-28,jip,BYD,Atto 3,grey,electric,Pahang
2026-01-28,jip,BYD,Atto 3,black,electric,Selangor
2026-01-28,jip,BYD,Atto 3,black,electric,W.P. Kuala Lumpur
2026-01-28,jip,BYD,Atto 3,black,electric,Johor
2026-01-28,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2026-01-28,motokar,BYD,M6,black,electric,Rakan Niaga
2026-01-28,motokar,BYD,Seal 6,white,electric,Rakan Niaga
2026-01-28,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-28,motokar,BYD,Seal 6,blue,electric,Rakan Niaga
2026-01-28,motokar,BYD,Seal 6,yellow,electric,Rakan Niaga
2026-01-28,motokar,BYD,Seal,grey,electric,Selangor
2026-01-28,motokar,BYD,Seal,black,electric,Rakan Niaga
2026-01-28,motokar,BYD,Seal,grey,electric,Rakan Niaga
2026-01-28,jip,BYD,Sealion,grey,electric,W.P. Kuala Lumpur
2026-01-28,jip,BYD,Sealion,black,electric,Rakan Niaga
2026-01-28,jip,BYD,Sealion,grey,electric,Terengganu
2026-01-28,jip,BYD,Sealion,white,electric,Rakan Niaga
2026-01-28,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur 03,grey,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur 03,silver,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur 03,green,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur 03,white,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur 03,white,electric,Pulau Pinang
2026-01-28,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur V23,silver,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-28,jip,Chery,iCaur V23,black,electric,Melaka
2026-01-28,jip,Chery,iCaur V23,green,electric,W.P. Kuala Lumpur
2026-01-28,jip,Chery,iCaur V23,green,electric,Sabah
2026-01-28,jip,Chery,iCaur V23,grey,electric,Rakan Niaga
2026-01-28,window_van,Denza,D9,black,electric,Rakan Niaga
2026-01-28,motokar,Dong Feng,Box E3,blue,electric,Rakan Niaga
2026-01-28,motokar,Dong Feng,Box E3,white,electric,Rakan Niaga
2026-01-28,motokar,Dong Feng,Box E3,purple,electric,Rakan Niaga
2026-01-28,motokar,Great Wall,Ora,white,electric,Rakan Niaga
2026-01-28,motokar,Great Wall,Ora,black,electric,Rakan Niaga
2026-01-28,motokar,Great Wall,Ora,beige,electric,Rakan Niaga
2026-01-28,jip,Leapmotor,B10,purple,electric,Rakan Niaga
2026-01-28,jip,Leapmotor,B10,white,electric,Rakan Niaga
2026-01-28,jip,Leapmotor,B10,black,electric,Selangor
2026-01-28,jip,Leapmotor,B10,blue,electric,Selangor
2026-01-28,jip,Leapmotor,B10,grey,electric,Selangor
2026-01-28,jip,Leapmotor,B10,blue,electric,Rakan Niaga
2026-01-28,jip,Leapmotor,B10,grey,electric,Rakan Niaga
2026-01-28,jip,Leapmotor,C10,grey,electric,Rakan Niaga
2026-01-28,jip,Lexus,RZ,white,electric,Perak
2026-01-28,jip,Lotus,Eletre,white,electric,W.P. Kuala Lumpur
2026-01-28,motokar,Mercedes Benz,EQS,silver,electric,Negeri Sembilan
2026-01-28,motokar,Mercedes Benz,EQS,grey,electric,Rakan Niaga
2026-01-28,motokar,Mercedes Benz,EQS,silver,electric,Rakan Niaga
2026-01-28,motokar,Mercedes Benz,EQS,silver,electric,W.P. Kuala Lumpur
2026-01-28,motokar,MG,Cyberster,grey,electric,Johor
2026-01-28,motokar,MG,MG4,grey,electric,Rakan Niaga
2026-01-28,motokar,MG,MG4,green,electric,W.P. Kuala Lumpur
2026-01-28,motokar,MG,MG4,black,electric,Rakan Niaga
2026-01-28,motokar,MG,MG4,orange,electric,Rakan Niaga
2026-01-28,motokar,MG,S5,grey,electric,Rakan Niaga
2026-01-28,motokar,MG,S5,silver,electric,Rakan Niaga
2026-01-28,motokar,MG,S5,gold,electric,Rakan Niaga
2026-01-28,motokar,Mini,Cooper,yellow,electric,Rakan Niaga
2026-01-28,jip,Mini,Countryman,green,electric,Rakan Niaga
2026-01-28,jip,Mini,Countryman,grey,electric,Rakan Niaga
2026-01-28,jip,Mini,Countryman,red,electric,W.P. Kuala Lumpur
2026-01-28,motokar,Neta,V,blue,electric,Rakan Niaga
2026-01-28,jip,Neta,X,white,electric,Rakan Niaga
2026-01-28,jip,Porsche,Macan,silver,electric,W.P. Kuala Lumpur
2026-01-28,jip,Porsche,Macan,green,electric,Selangor
2026-01-28,jip,Porsche,Macan,green,electric,Rakan Niaga
2026-01-28,jip,Porsche,Macan,blue,electric,Rakan Niaga
2026-01-28,motokar,Porsche,Taycan,green,electric,W.P. Kuala Lumpur
2026-01-28,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-28,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-28,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-28,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-28,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-28,motokar,Proton,e.MAS 5,grey,electric,Melaka
2026-01-28,motokar,Proton,e.MAS 5,pink,electric,Perlis
2026-01-28,motokar,Proton,e.MAS 5,yellow,electric,Pulau Pinang
2026-01-28,motokar,Proton,e.MAS 5,white,electric,Sarawak
2026-01-28,motokar,Proton,e.MAS 5,grey,electric,Kedah
2026-01-28,motokar,Proton,e.MAS 5,white,electric,Selangor
2026-01-28,motokar,Proton,e.MAS 5,grey,electric,W.P. Kuala Lumpur
2026-01-28,motokar,Proton,e.MAS 5,silver,electric,Selangor
2026-01-28,motokar,Proton,e.MAS 5,yellow,electric,Johor
2026-01-28,motokar,Proton,e.MAS 5,silver,electric,Johor
2026-01-28,motokar,Proton,e.MAS 5,white,electric,Pulau Pinang
2026-01-28,motokar,Proton,e.MAS 5,white,electric,W.P. Kuala Lumpur
2026-01-28,jip,Proton,e.MAS 7,grey,electric,Rakan Niaga
2026-01-28,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-28,jip,Proton,e.MAS 7,white,electric,Rakan Niaga
2026-01-28,jip,Proton,e.MAS 7,green,electric,Rakan Niaga
2026-01-28,jip,Proton,e.MAS 7,grey,electric,W.P. Kuala Lumpur
2026-01-28,jip,Proton,e.MAS 7,pink,electric,Rakan Niaga
2026-01-28,jip,Proton,e.MAS 7,silver,electric,W.P. Kuala Lumpur
2026-01-28,jip,Smart,Brabus,white,electric,Rakan Niaga
2026-01-28,jip,Smart,Brabus,beige,electric,Rakan Niaga
2026-01-28,motokar,Tesla,Model 3,grey,electric,Pulau Pinang
2026-01-28,jip,Volvo,EC40,white,electric,Rakan Niaga
2026-01-28,jip,Xpeng,G6,grey,electric,Rakan Niaga
2026-01-28,jip,Xpeng,G6,purple,electric,Pulau Pinang
2026-01-28,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-28,window_van,Xpeng,X9,grey,electric,Perak
2026-01-28,window_van,Zeekr,009,black,electric,Rakan Niaga
2026-01-28,window_van,Zeekr,009,white,electric,W.P. Kuala Lumpur
2026-01-28,window_van,Zeekr,009,white,electric,Perak
2026-01-28,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-28,jip,Zeekr,7X,blue,electric,Selangor
2026-01-28,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-28,jip,Zeekr,7X,white,electric,Pulau Pinang
2026-01-28,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-28,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-28,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-28,jip,Zeekr,7X,grey,electric,W.P. Kuala Lumpur
2026-01-28,jip,Zeekr,7X,white,electric,W.P. Kuala Lumpur
2026-01-28,jip,Zeekr,7X,green,electric,Selangor
2026-01-29,motokar,BMW,i4,black,electric,Rakan Niaga
2026-01-29,motokar,BMW,i7,black,electric,W.P. Kuala Lumpur
2026-01-29,jip,BMW,iX2,black,electric,Rakan Niaga
2026-01-29,jip,BYD,Atto 2,white,electric,Rakan Niaga
2026-01-29,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-29,jip,BYD,Atto 2,grey,electric,Kelantan
2026-01-29,jip,BYD,Atto 2,grey,electric,Selangor
2026-01-29,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-29,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-29,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-29,jip,BYD,Atto 3,grey,electric,Melaka
2026-01-29,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2026-01-29,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Johor
2026-01-29,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Rakan Niaga
2026-01-29,motokar,BYD,Seal 6,blue,electric,Rakan Niaga
2026-01-29,motokar,BYD,Seal 6,white,electric,W.P. Kuala Lumpur
2026-01-29,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-29,motokar,BYD,Seal 6,white,electric,Rakan Niaga
2026-01-29,jip,BYD,Sealion,black,electric,Rakan Niaga
2026-01-29,jip,BYD,Sealion,grey,electric,W.P. Kuala Lumpur
2026-01-29,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-29,jip,BYD,Sealion,black,electric,Kedah
2026-01-29,jip,BYD,Sealion,white,electric,Rakan Niaga
2026-01-29,jip,BYD,Sealion,black,electric,Kelantan
2026-01-29,jip,Chery,iCaur 03,black,electric,Sarawak
2026-01-29,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur 03,green,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur 03,white,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur 03,green,electric,Sarawak
2026-01-29,jip,Chery,iCaur 03,grey,electric,Johor
2026-01-29,jip,Chery,iCaur 03,silver,electric,Selangor
2026-01-29,jip,Chery,iCaur 03,grey,electric,W.P. Kuala Lumpur
2026-01-29,jip,Chery,iCaur 03,grey,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur 03,silver,electric,W.P. Kuala Lumpur
2026-01-29,jip,Chery,iCaur V23,green,electric,Pahang
2026-01-29,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur V23,white,electric,W.P. Kuala Lumpur
2026-01-29,jip,Chery,iCaur V23,grey,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur V23,silver,electric,Selangor
2026-01-29,jip,Chery,iCaur V23,silver,electric,Rakan Niaga
2026-01-29,jip,Chery,iCaur V23,orange,electric,Kelantan
2026-01-29,jip,Chery,iCaur V23,white,electric,Sabah
2026-01-29,window_van,Denza,D9,black,electric,Rakan Niaga
2026-01-29,window_van,Denza,D9,blue,electric,Rakan Niaga
2026-01-29,window_van,Denza,D9,white,electric,Rakan Niaga
2026-01-29,window_van,Denza,D9,black,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Dong Feng,Box E3,purple,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Great Wall,Ora,purple,electric,Rakan Niaga
2026-01-29,motokar,Great Wall,Ora,grey,electric,Rakan Niaga
2026-01-29,motokar,Great Wall,Ora,black,electric,Pulau Pinang
2026-01-29,motokar,Great Wall,Ora,black,electric,Rakan Niaga
2026-01-29,motokar,Great Wall,Ora,beige,electric,Rakan Niaga
2026-01-29,motokar,Great Wall,Ora,green,electric,Rakan Niaga
2026-01-29,jip,Honda,e:N1,blue,electric,Rakan Niaga
2026-01-29,jip,Leapmotor,B10,blue,electric,Rakan Niaga
2026-01-29,jip,Leapmotor,B10,black,electric,Rakan Niaga
2026-01-29,jip,Leapmotor,B10,purple,electric,Rakan Niaga
2026-01-29,jip,Leapmotor,B10,grey,electric,W.P. Kuala Lumpur
2026-01-29,jip,Leapmotor,B10,white,electric,Rakan Niaga
2026-01-29,jip,Leapmotor,B10,black,electric,W.P. Kuala Lumpur
2026-01-29,jip,Leapmotor,C10,white,electric,Rakan Niaga
2026-01-29,jip,Lexus,RZ,white,electric,Rakan Niaga
2026-01-29,jip,Lexus,RZ,brown,electric,Rakan Niaga
2026-01-29,jip,Mercedes Benz,EQA,white,electric,Rakan Niaga
2026-01-29,motokar,Mercedes Benz,EQS,black,electric,Selangor
2026-01-29,motokar,Mercedes Benz,EQS,silver,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Mercedes Benz,EQS,silver,electric,Rakan Niaga
2026-01-29,motokar,Mercedes Benz,EQS,blue,electric,Selangor
2026-01-29,motokar,Mercedes Benz,EQS,silver,electric,Johor
2026-01-29,motokar,Mercedes Benz,EQS,grey,electric,W.P. Kuala Lumpur
2026-01-29,motokar,MG,MG4,red,electric,Rakan Niaga
2026-01-29,motokar,MG,MG4,grey,electric,Rakan Niaga
2026-01-29,motokar,MG,MG4,black,electric,Rakan Niaga
2026-01-29,motokar,MG,MG4,white,electric,Rakan Niaga
2026-01-29,motokar,MG,MG4,orange,electric,Rakan Niaga
2026-01-29,motokar,MG,MG4,grey,electric,Sarawak
2026-01-29,motokar,MG,MG4,silver,electric,Rakan Niaga
2026-01-29,motokar,MG,S5,silver,electric,Rakan Niaga
2026-01-29,motokar,MG,S5,grey,electric,Rakan Niaga
2026-01-29,motokar,MG,S5,red,electric,Rakan Niaga
2026-01-29,jip,Mini,Aceman,green,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Mini,Cooper,blue,electric,Rakan Niaga
2026-01-29,motokar,Porsche,Taycan,grey,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Porsche,Taycan,red,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-29,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-29,motokar,Proton,e.MAS 5,white,electric,Sarawak
2026-01-29,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-29,motokar,Proton,e.MAS 5,pink,electric,Sarawak
2026-01-29,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-29,motokar,Proton,e.MAS 5,grey,electric,Johor
2026-01-29,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-29,motokar,Proton,e.MAS 5,silver,electric,Sarawak
2026-01-29,motokar,Proton,e.MAS 5,pink,electric,Johor
2026-01-29,motokar,Proton,e.MAS 5,yellow,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Proton,e.MAS 5,grey,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Proton,e.MAS 5,white,electric,Pulau Pinang
2026-01-29,motokar,Proton,e.MAS 5,white,electric,Johor
2026-01-29,motokar,Proton,e.MAS 5,pink,electric,Pulau Pinang
2026-01-29,motokar,Proton,e.MAS 5,yellow,electric,Johor
2026-01-29,motokar,Proton,e.MAS 5,white,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Proton,e.MAS 5,silver,electric,W.P. Kuala Lumpur
2026-01-29,motokar,Proton,e.MAS 5,yellow,electric,Melaka
2026-01-29,motokar,Proton,e.MAS 5,silver,electric,Melaka
2026-01-29,motokar,Proton,e.MAS 5,silver,electric,Kedah
2026-01-29,motokar,Proton,e.MAS 5,yellow,electric,Selangor
2026-01-29,motokar,Proton,e.MAS 5,pink,electric,Perak
2026-01-29,motokar,Proton,e.MAS 5,white,electric,Kedah
2026-01-29,motokar,Proton,e.MAS 5,yellow,electric,Pulau Pinang
2026-01-29,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-29,jip,Proton,e.MAS 7,white,electric,Johor
2026-01-29,jip,Proton,e.MAS 7,white,electric,Rakan Niaga
2026-01-29,jip,Proton,e.MAS 7,grey,electric,Rakan Niaga
2026-01-29,jip,Proton,e.MAS 7,white,electric,Terengganu
2026-01-29,jip,Proton,e.MAS 7,green,electric,Rakan Niaga
2026-01-29,jip,Proton,e.MAS 7,pink,electric,Rakan Niaga
2026-01-29,jip,Smart,Brabus,white,electric,Selangor
2026-01-29,jip,Smart,Brabus,black,electric,Rakan Niaga
2026-01-29,motokar,Tesla,Model 3,grey,electric,Rakan Niaga
2026-01-29,motokar,Tesla,Model Y,black,electric,Rakan Niaga
2026-01-29,motokar,Tesla,Model Y,grey,electric,Rakan Niaga
2026-01-29,motokar,Tesla,Model Y,white,electric,W.P. Kuala Lumpur
2026-01-29,motokar,TQ Wuling,Bingo,purple,electric,Rakan Niaga
2026-01-29,motokar,TQ Wuling,Bingo,white,electric,Rakan Niaga
2026-01-29,jip,Xpeng,G6,silver,electric,W.P. Kuala Lumpur
2026-01-29,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-29,jip,Xpeng,G6,black,electric,Rakan Niaga
2026-01-29,jip,Xpeng,G6,grey,electric,Rakan Niaga
2026-01-29,window_van,Xpeng,X9,black,electric,W.P. Kuala Lumpur
2026-01-29,window_van,Xpeng,X9,white,electric,Pulau Pinang
2026-01-29,window_van,Zeekr,009,white,electric,W.P. Kuala Lumpur
2026-01-29,window_van,Zeekr,009,black,electric,Pulau Pinang
2026-01-29,window_van,Zeekr,009,black,electric,Rakan Niaga
2026-01-29,window_van,Zeekr,009,blue,electric,W.P. Kuala Lumpur
2026-01-29,motokar_pelbagai_utiliti,Zeekr,009,black,electric,Rakan Niaga
2026-01-29,window_van,Zeekr,009,green,electric,Rakan Niaga
2026-01-29,jip,Zeekr,7X,blue,electric,W.P. Kuala Lumpur
2026-01-29,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-29,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-29,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-29,jip,Zeekr,7X,white,electric,W.P. Kuala Lumpur
2026-01-29,jip,Zeekr,7X,grey,electric,Selangor
2026-01-29,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-29,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-29,jip,Zeekr,7X,grey,electric,Johor
2026-01-29,jip,Zeekr,7X,grey,electric,Pahang
2026-01-29,jip,Zeekr,7X,white,electric,Selangor
2026-01-30,motokar,BMW,i4,green,electric,Rakan Niaga
2026-01-30,motokar,BMW,i4,white,electric,Rakan Niaga
2026-01-30,motokar,BMW,i5,grey,electric,W.P. Kuala Lumpur
2026-01-30,motokar,BMW,i5,black,electric,Rakan Niaga
2026-01-30,jip,BMW,iX2,white,electric,Selangor
2026-01-30,jip,BYD,Atto 2,green,electric,W.P. Kuala Lumpur
2026-01-30,jip,BYD,Atto 2,green,electric,Rakan Niaga
2026-01-30,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-30,jip,BYD,Atto 2,white,electric,Rakan Niaga
2026-01-30,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-30,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-30,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-30,jip,BYD,Atto 3,white,electric,Sarawak
2026-01-30,motokar_pelbagai_utiliti,BYD,M6,grey,electric,Rakan Niaga
2026-01-30,motokar,BYD,M6,black,electric,Rakan Niaga
2026-01-30,motokar_pelbagai_utiliti,BYD,M6,black,electric,Rakan Niaga
2026-01-30,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2026-01-30,motokar,BYD,M6,blue,electric,Rakan Niaga
2026-01-30,motokar_pelbagai_utiliti,BYD,M6,white,electric,Sarawak
2026-01-30,motokar,BYD,M6,grey,electric,Rakan Niaga
2026-01-30,motokar,BYD,Seal 6,blue,electric,Rakan Niaga
2026-01-30,motokar,BYD,Seal 6,blue,electric,Selangor
2026-01-30,motokar,BYD,Seal 6,grey,electric,W.P. Kuala Lumpur
2026-01-30,motokar,BYD,Seal 6,white,electric,Negeri Sembilan
2026-01-30,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-30,motokar,BYD,Seal 6,white,electric,Rakan Niaga
2026-01-30,motokar,BYD,Seal 6,grey,electric,Johor
2026-01-30,motokar,BYD,Seal 6,yellow,electric,Rakan Niaga
2026-01-30,motokar,BYD,Seal 6,grey,electric,Selangor
2026-01-30,motokar,BYD,Seal,white,electric,Rakan Niaga
2026-01-30,motokar,BYD,Seal,black,electric,Johor
2026-01-30,motokar,BYD,Seal,black,electric,Rakan Niaga
2026-01-30,jip,BYD,Sealion,grey,electric,W.P. Kuala Lumpur
2026-01-30,jip,BYD,Sealion,black,electric,Rakan Niaga
2026-01-30,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-30,jip,BYD,Sealion,white,electric,Melaka
2026-01-30,jip,BYD,Sealion,white,electric,W.P. Kuala Lumpur
2026-01-30,jip,BYD,Sealion,black,electric,Johor
2026-01-30,jip,BYD,Sealion,white,electric,Sabah
2026-01-30,jip,BYD,Sealion,white,electric,Rakan Niaga
2026-01-30,jip,BYD,Sealion,black,electric,Melaka
2026-01-30,jip,Chery,iCaur 03,grey,electric,W.P. Kuala Lumpur
2026-01-30,jip,Chery,iCaur 03,silver,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur 03,silver,electric,W.P. Kuala Lumpur
2026-01-30,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur 03,grey,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur 03,white,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur 03,green,electric,Selangor
2026-01-30,jip,Chery,iCaur 03,black,electric,Johor
2026-01-30,jip,Chery,iCaur 03,grey,electric,Selangor
2026-01-30,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur V23,grey,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur V23,white,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur V23,orange,electric,Pulau Pinang
2026-01-30,jip,Chery,iCaur V23,orange,electric,Selangor
2026-01-30,jip,Chery,iCaur V23,silver,electric,Pulau Pinang
2026-01-30,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-30,jip,Chery,iCaur V23,grey,electric,Sabah
2026-01-30,jip,Chery,iCaur V23,green,electric,Johor
2026-01-30,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-30,jip,Chery,Omoda 5,black,electric,Rakan Niaga
2026-01-30,window_van,Denza,D9,blue,electric,Rakan Niaga
2026-01-30,window_van,Denza,D9,black,electric,Rakan Niaga
2026-01-30,window_van,Denza,D9,white,electric,Rakan Niaga
2026-01-30,window_van,Denza,D9,white,electric,W.P. Kuala Lumpur
2026-01-30,motokar,Dong Feng,Box E3,purple,electric,Rakan Niaga
2026-01-30,motokar,Great Wall,Ora,black,electric,Rakan Niaga
2026-01-30,motokar,Great Wall,Ora,beige,electric,Selangor
2026-01-30,motokar,Great Wall,Ora,beige,electric,Rakan Niaga
2026-01-30,jip,Kia,EV9,grey,electric,W.P. Kuala Lumpur
2026-01-30,jip,Kia,EV9,green,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,B10,white,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,B10,purple,electric,W.P. Kuala Lumpur
2026-01-30,jip,Leapmotor,B10,blue,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,B10,black,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,B10,purple,electric,Johor
2026-01-30,jip,Leapmotor,B10,grey,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,C10,white,electric,Johor
2026-01-30,jip,Leapmotor,C10,white,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,C10,grey,electric,Melaka
2026-01-30,jip,Leapmotor,C10,grey,electric,Rakan Niaga
2026-01-30,jip,Leapmotor,C10,green,electric,Rakan Niaga
2026-01-30,jip,Lexus,RZ,blue,electric,Sabah
2026-01-30,jip,Lexus,RZ,white,electric,Selangor
2026-01-30,jip,Lexus,RZ,blue,electric,Selangor
2026-01-30,jip,Lexus,RZ,white,electric,Rakan Niaga
2026-01-30,jip,Lexus,RZ,white,electric,W.P. Kuala Lumpur
2026-01-30,motokar,Mercedes Benz,EQS,silver,electric,Rakan Niaga
2026-01-30,motokar,Mercedes Benz,EQS,black,electric,Rakan Niaga
2026-01-30,motokar,Mercedes Benz,EQS,grey,electric,Rakan Niaga
2026-01-30,motokar,Mercedes Benz,EQS,silver,electric,W.P. Kuala Lumpur
2026-01-30,motokar,Mercedes Benz,EQS,blue,electric,Pulau Pinang
2026-01-30,motokar,Mercedes Benz,EQS,white,electric,Pulau Pinang
2026-01-30,motokar,Mercedes Benz,EQS,black,electric,Johor
2026-01-30,motokar,Mercedes Benz,EQS,blue,electric,Johor
2026-01-30,motokar,MG,Cyberster,red,electric,Rakan Niaga
2026-01-30,motokar,MG,MG4,grey,electric,Rakan Niaga
