date_reg,type,maker,model,colour,fuel,state
2026-01-01,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-01,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-01,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-01,motokar,Proton,e.MAS 5,silver,electric,Johor
2026-01-01,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-01,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-01,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-01,motokar,Proton,e.MAS 5,grey,electric,Kedah
2026-01-01,motokar,Proton,e.MAS 5,grey,electric,Johor
2026-01-01,motokar,Proton,e.MAS 5,white,electric,Johor
2026-01-01,jip,Proton,e.MAS 7,green,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 2,white,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 2,green,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-02,jip,BYD,Atto 3,black,electric,W.P. Kuala Lumpur
2026-01-02,jip,BYD,Atto 3,white,electric,Pahang
2026-01-02,motokar,BYD,Seal 6,grey,electric,W.P. Kuala Lumpur
2026-01-02,motokar,BYD,Seal 6,blue,electric,W.P. Kuala Lumpur
2026-01-02,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-02,motokar,BYD,Seal 6,blue,electric,Rakan Niaga
2026-01-02,motokar,BYD,Seal,grey,electric,Rakan Niaga
2026-01-02,jip,BYD,Sealion,white,electric,W.P. Kuala Lumpur
2026-01-02,jip,Chery,iCaur 03,white,electric,Rakan Niaga
2026-01-02,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-02,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-02,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-02,motokar,Dong Feng,007,gold,electric,Rakan Niaga
2026-01-02,motokar,Dong Feng,Box E3,white,electric,Rakan Niaga
2026-01-02,jip,Dong Feng,Vigo,yellow,electric,Rakan Niaga
2026-01-02,jip,Leapmotor,C10,white,electric,Rakan Niaga
2026-01-02,jip,Leapmotor,C10,grey,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Neta,V,green,electric,Sabah
2026-01-02,motokar,Neta,V,white,electric,Rakan Niaga
2026-01-02,motokar,Porsche,Taycan,white,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-02,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-02,motokar,Proton,e.MAS 5,white,electric,Johor
2026-01-02,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-02,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-02,motokar,Proton,e.MAS 5,yellow,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-02,motokar,Proton,e.MAS 5,grey,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Proton,e.MAS 5,silver,electric,Selangor
2026-01-02,motokar,Proton,e.MAS 5,pink,electric,Selangor
2026-01-02,motokar,Proton,e.MAS 5,pink,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Proton,e.MAS 5,white,electric,Pahang
2026-01-02,motokar,Proton,e.MAS 5,yellow,electric,Selangor
2026-01-02,motokar,Proton,e.MAS 5,pink,electric,Perak
2026-01-02,motokar,Proton,e.MAS 5,white,electric,W.P. Kuala Lumpur
2026-01-02,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-02,jip,Proton,e.MAS 7,green,electric,Rakan Niaga
2026-01-02,motokar,Renault,Twizy,black,electric,W.P. Kuala Lumpur
2026-01-02,jip,Smart,Brabus,grey,electric,Rakan Niaga
2026-01-02,jip,Smart,Brabus,red,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Tesla,Model 3,grey,electric,W.P. Kuala Lumpur
2026-01-02,motokar,Tesla,Model Y,grey,electric,W.P. Kuala Lumpur
2026-01-02,jip,Xpeng,G6,grey,electric,Selangor
2026-01-02,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-02,jip,Xpeng,G6,silver,electric,Rakan Niaga
2026-01-02,window_van,Xpeng,X9,white,electric,Selangor
2026-01-02,window_van,Zeekr,009,white,electric,Pulau Pinang
2026-01-02,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
2026-01-02,window_van,Zeekr,009,black,electric,Rakan Niaga
2026-01-02,jip,Zeekr,7X,white,electric,W.P. Kuala Lumpur
2026-01-02,jip,Zeekr,7X,grey,electric,W.P. Kuala Lumpur
2026-01-02,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-02,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-02,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-02,jip,Zeekr,7X,black,electric,Johor
2026-01-02,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-02,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-03,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-03,jip,Chery,Omoda 5,black,electric,Rakan Niaga
2026-01-03,motokar,MG,MG4,black,electric,Rakan Niaga
2026-01-03,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-03,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-03,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-03,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-03,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-03,jip,Xpeng,G6,grey,electric,Rakan Niaga
2026-01-04,jip,BYD,Atto 2,white,electric,Rakan Niaga
2026-01-05,jip,BYD,Atto 2,green,electric,Rakan Niaga
2026-01-05,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-05,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-05,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-05,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2026-01-05,motokar,BYD,Seal 6,white,electric,Rakan Niaga
2026-01-05,jip,BYD,Sealion,grey,electric,Selangor
2026-01-05,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-05,jip,BYD,Sealion,white,electric,Rakan Niaga
2026-01-05,jip,BYD,Sealion,white,electric,W.P. Kuala Lumpur
2026-01-05,jip,Chery,iCaur 03,silver,electric,Selangor
2026-01-05,jip,Chery,iCaur V23,orange,electric,Perak
2026-01-05,jip,Chery,iCaur V23,grey,electric,Rakan Niaga
2026-01-05,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-05,window_van,Denza,D9,blue,electric,Johor
2026-01-05,window_van,Denza,D9,white,electric,Rakan Niaga
2026-01-05,motokar,Dong Feng,Box E3,purple,electric,Pulau Pinang
2026-01-05,motokar,Dong Feng,Box E3,purple,electric,Pahang
2026-01-05,jip,Leapmotor,C10,white,electric,W.P. Kuala Lumpur
2026-01-05,jip,Leapmotor,C10,grey,electric,Rakan Niaga
2026-01-05,motokar,Mercedes Benz,EQS,silver,electric,Johor
2026-01-05,jip,Neta,X,black,electric,Rakan Niaga
2026-01-05,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-05,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-05,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-05,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-05,motokar,Proton,e.MAS 5,grey,electric,Johor
2026-01-05,motokar,Proton,e.MAS 5,yellow,electric,W.P. Kuala Lumpur
2026-01-05,motokar,Proton,e.MAS 5,pink,electric,W.P. Kuala Lumpur
2026-01-05,motokar,Proton,e.MAS 5,pink,electric,Johor
2026-01-05,motokar,Proton,e.MAS 5,grey,electric,W.P. Kuala Lumpur
2026-01-05,motokar,Proton,e.MAS 5,white,electric,Perak
2026-01-05,jip,Proton,e.MAS 7,black,electric,Rakan Niaga
2026-01-05,jip,Smart,Brabus,white,electric,Selangor
2026-01-05,jip,Smart,Brabus,silver,electric,Selangor
2026-01-05,jip,Smart,Brabus,silver,electric,Rakan Niaga
2026-01-05,motokar,Tesla,Model Y,grey,electric,Rakan Niaga
2026-01-05,motokar,Tesla,Model Y,black,electric,Rakan Niaga
2026-01-05,jip,Xpeng,G6,grey,electric,W.P. Kuala Lumpur
2026-01-05,jip,Xpeng,G6,white,electric,Selangor
2026-01-05,window_van,Xpeng,X9,grey,electric,Selangor
2026-01-05,window_van,Zeekr,009,black,electric,Kelantan
2026-01-05,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
2026-01-05,window_van,Zeekr,009,green,electric,W.P. Kuala Lumpur
2026-01-05,jip,Zeekr,7X,green,electric,Selangor
2026-01-05,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-05,jip,Zeekr,7X,green,electric,W.P. Kuala Lumpur
2026-01-06,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-06,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-06,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-06,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-06,jip,BYD,Atto 3,white,electric,Selangor
2026-01-06,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-06,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-06,jip,Chery,iCaur 03,green,electric,Johor
2026-01-06,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-06,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-06,jip,Chery,iCaur V23,silver,electric,Rakan Niaga
2026-01-06,jip,Chery,iCaur V23,white,electric,Johor
2026-01-06,jip,Chery,iCaur V23,white,electric,Selangor
2026-01-06,jip,Chery,iCaur V23,white,electric,Rakan Niaga
2026-01-06,window_van,Denza,D9,white,electric,Rakan Niaga
2026-01-06,motokar,Dong Feng,Box E3,purple,electric,Rakan Niaga
2026-01-06,motokar,Great Wall,Ora,grey,electric,Rakan Niaga
2026-01-06,jip,Leapmotor,B10,grey,electric,Rakan Niaga
2026-01-06,jip,Leapmotor,C10,white,electric,W.P. Kuala Lumpur
2026-01-06,jip,Leapmotor,C10,green,electric,W.P. Kuala Lumpur
2026-01-06,jip,Leapmotor,C10,grey,electric,W.P. Kuala Lumpur
2026-01-06,motokar,MG,MG4,grey,electric,Sarawak
2026-01-06,motokar,Mini,John Cooper Works,black,electric,Sarawak
2026-01-06,motokar,Neta,V,blue,electric,Rakan Niaga
2026-01-06,jip,Neta,X,black,electric,Rakan Niaga
2026-01-06,motokar,Porsche,Taycan,grey,electric,Melaka
2026-01-06,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-06,motokar,Proton,e.MAS 5,pink,electric,W.P. Kuala Lumpur
2026-01-06,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-06,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-06,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-06,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-06,motokar,Proton,e.MAS 5,grey,electric,W.P. Kuala Lumpur
2026-01-06,motokar,Proton,e.MAS 5,silver,electric,W.P. Kuala Lumpur
2026-01-06,motokar,Proton,e.MAS 5,white,electric,Selangor
2026-01-06,motokar,Proton,e.MAS 5,grey,electric,Pulau Pinang
2026-01-06,jip,Proton,e.MAS 7,grey,electric,Sarawak
2026-01-06,jip,Smart,Brabus,grey,electric,Sabah
2026-01-06,motokar,Tesla,Model 3,silver,electric,Rakan Niaga
2026-01-06,motokar,Tesla,Model 3,black,electric,Rakan Niaga
2026-01-06,motokar,Tesla,Model 3,grey,electric,W.P. Kuala Lumpur
2026-01-06,motokar,Tesla,Model 3,grey,electric,Rakan Niaga
2026-01-06,motokar,Tesla,Model Y,white,electric,Selangor
2026-01-06,motokar,Tesla,Model Y,white,electric,W.P. Kuala Lumpur
2026-01-06,motokar,Tesla,Model Y,grey,electric,Rakan Niaga
2026-01-06,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-06,window_van,Xpeng,X9,black,electric,Rakan Niaga
2026-01-06,jip,Zeekr,7X,blue,electric,Johor
2026-01-06,jip,Zeekr,7X,grey,electric,Johor
2026-01-06,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-06,jip,Zeekr,7X,white,electric,Johor
2026-01-06,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-06,jip,Zeekr,7X,green,electric,W.P. Kuala Lumpur
2026-01-06,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-06,jip,Zeekr,7X,grey,electric,W.P. Kuala Lumpur
2026-01-06,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-07,jip,BYD,Atto 2,green,electric,Rakan Niaga
2026-01-07,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-07,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-07,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-07,jip,BYD,Atto 3,grey,electric,W.P. Kuala Lumpur
2026-01-07,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-07,motokar,BYD,Seal 6,blue,electric,Rakan Niaga
2026-01-07,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur 03,green,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur 03,silver,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur V23,grey,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur V23,silver,electric,W.P. Kuala Lumpur
2026-01-07,jip,Chery,iCaur V23,silver,electric,Rakan Niaga
2026-01-07,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-07,motokar,Dong Feng,Box E3,silver,electric,W.P. Kuala Lumpur
2026-01-07,jip,Leapmotor,B10,white,electric,Rakan Niaga
2026-01-07,jip,Leapmotor,C10,grey,electric,Pulau Pinang
2026-01-07,jip,Leapmotor,C10,green,electric,Rakan Niaga
2026-01-07,jip,Lotus,Eletre,white,electric,Rakan Niaga
2026-01-07,motokar,Mercedes Benz,EQS,silver,electric,W.P. Kuala Lumpur
2026-01-07,motokar,MG,Cyberster,white,electric,W.P. Kuala Lumpur
2026-01-07,motokar,MG,S5,silver,electric,Rakan Niaga
2026-01-07,jip,Neta,X,black,electric,W.P. Kuala Lumpur
2026-01-07,jip,Neta,X,grey,electric,Rakan Niaga
2026-01-07,motokar,Porsche,Taycan,white,electric,Rakan Niaga
2026-01-07,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-07,motokar,Proton,e.MAS 5,silver,electric,Kedah
2026-01-07,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-07,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-07,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-07,motokar,Proton,e.MAS 5,white,electric,W.P. Kuala Lumpur
2026-01-07,motokar,Proton,e.MAS 5,silver,electric,Selangor
2026-01-07,motokar,Proton,e.MAS 5,grey,electric,W.P. Kuala Lumpur
2026-01-07,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-07,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-07,jip,Smart,Brabus,beige,electric,Rakan Niaga
2026-01-07,motokar,Tesla,Model 3,red,electric,W.P. Kuala Lumpur
2026-01-07,motokar,Tesla,Model 3,silver,electric,Rakan Niaga
2026-01-07,motokar,Tesla,Model 3,grey,electric,Rakan Niaga
2026-01-07,jip,Volvo,EC40,black,electric,Rakan Niaga
2026-01-07,jip,Volvo,EC40,white,electric,Rakan Niaga
2026-01-07,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-07,jip,Xpeng,G6,purple,electric,Melaka
2026-01-07,window_van,Xpeng,X9,grey,electric,Rakan Niaga
2026-01-07,window_van,Zeekr,009,black,electric,W.P. Kuala Lumpur
2026-01-07,window_van,Zeekr,009,black,electric,Rakan Niaga
2026-01-07,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-07,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-07,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-07,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-07,jip,Zeekr,7X,black,electric,W.P. Kuala Lumpur
2026-01-07,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-07,jip,Zeekr,7X,white,electric,Johor
2026-01-07,jip,Zeekr,7X,white,electric,W.P. Kuala Lumpur
2026-01-07,jip,Zeekr,X,grey,electric,W.P. Kuala Lumpur
2026-01-08,motokar,BMW,i7,white,electric,W.P. Kuala Lumpur
2026-01-08,jip,BYD,Atto 2,green,electric,Rakan Niaga
2026-01-08,jip,BYD,Atto 3,grey,electric,W.P. Kuala Lumpur
2026-01-08,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-08,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-08,motokar,BYD,M6,black,electric,Rakan Niaga
2026-01-08,motokar_pelbagai_utiliti,BYD,M6,blue,electric,Rakan Niaga
2026-01-08,motokar,BYD,Seal 6,grey,electric,Rakan Niaga
2026-01-08,motokar,BYD,Seal,grey,electric,Rakan Niaga
2026-01-08,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-08,jip,BYD,Sealion,grey,electric,Johor
2026-01-08,jip,BYD,Sealion,white,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur 03,grey,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur 03,silver,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur 03,green,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur 03,black,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur 03,white,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur V23,grey,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur V23,green,electric,W.P. Kuala Lumpur
2026-01-08,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-08,jip,Chery,iCaur V23,black,electric,Kedah
2026-01-08,jip,Chery,iCaur V23,silver,electric,W.P. Kuala Lumpur
2026-01-08,jip,Chery,iCaur V23,black,electric,Melaka
2026-01-08,jip,Chery,iCaur V23,white,electric,Rakan Niaga
2026-01-08,window_van,Denza,D9,black,electric,Rakan Niaga
2026-01-08,window_van,Denza,D9,blue,electric,Rakan Niaga
2026-01-08,motokar,Dong Feng,Box E3,purple,electric,Rakan Niaga
2026-01-08,motokar,Dong Feng,Box E3,blue,electric,Perak
2026-01-08,motokar,Dong Feng,Box E3,white,electric,W.P. Kuala Lumpur
2026-01-08,motokar,Great Wall,Ora,grey,electric,Rakan Niaga
2026-01-08,jip,Leapmotor,B10,purple,electric,Rakan Niaga
2026-01-08,jip,Leapmotor,C10,white,electric,Rakan Niaga
2026-01-08,jip,Lexus,RZ,blue,electric,Rakan Niaga
2026-01-08,motokar,Neta,V,grey,electric,Rakan Niaga
2026-01-08,motokar,Porsche,Taycan,grey,electric,Pulau Pinang
2026-01-08,motokar,Porsche,Taycan,grey,electric,Sarawak
2026-01-08,motokar,Proton,e.MAS 5,white,electric,Kelantan
2026-01-08,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-08,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-08,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-08,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-08,motokar,Proton,e.MAS 5,pink,electric,W.P. Kuala Lumpur
2026-01-08,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-08,motokar,Proton,e.MAS 5,white,electric,Johor
2026-01-08,motokar,Proton,e.MAS 5,silver,electric,Pahang
2026-01-08,jip,Proton,e.MAS 7,white,electric,Johor
2026-01-08,jip,Proton,e.MAS 7,white,electric,W.P. Kuala Lumpur
2026-01-08,jip,Proton,e.MAS 7,green,electric,Rakan Niaga
2026-01-08,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-08,jip,Proton,e.MAS 7,grey,electric,Rakan Niaga
2026-01-08,jip,Smart,Brabus,grey,electric,Rakan Niaga
2026-01-08,motokar,Tesla,Model 3,grey,electric,Rakan Niaga
2026-01-08,motokar,Tesla,Model 3,black,electric,Rakan Niaga
2026-01-08,motokar,Tesla,Model Y,grey,electric,Rakan Niaga
2026-01-08,jip,Volvo,EC40,silver,electric,Rakan Niaga
2026-01-08,jip,Xpeng,G6,black,electric,Pahang
2026-01-08,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-08,window_van,Zeekr,009,white,electric,Rakan Niaga
2026-01-08,jip,Zeekr,7X,black,electric,W.P. Kuala Lumpur
2026-01-08,jip,Zeekr,7X,blue,electric,Rakan Niaga
2026-01-08,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-08,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-08,jip,Zeekr,7X,blue,electric,W.P. Kuala Lumpur
2026-01-08,jip,Zeekr,7X,blue,electric,Johor
2026-01-08,jip,Zeekr,7X,white,electric,W.P. Kuala Lumpur
2026-01-08,jip,Zeekr,7X,white,electric,Johor
2026-01-08,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-08,jip,Zeekr,7X,grey,electric,W.P. Kuala Lumpur
2026-01-08,jip,Zeekr,7X,black,electric,Pulau Pinang
2026-01-08,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-08,jip,Zeekr,X,green,electric,W.P. Kuala Lumpur
2026-01-09,jip,BYD,Atto 2,grey,electric,Rakan Niaga
2026-01-09,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-09,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-09,jip,BYD,Atto 3,white,electric,Rakan Niaga
2026-01-09,jip,BYD,Atto 3,grey,electric,W.P. Kuala Lumpur
2026-01-09,motokar,BYD,M6,white,electric,Rakan Niaga
2026-01-09,motokar,BYD,Seal 6,blue,electric,Rakan Niaga
2026-01-09,motokar,BYD,Seal,grey,electric,Rakan Niaga
2026-01-09,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-09,jip,BYD,Sealion,grey,electric,Selangor
2026-01-09,jip,BYD,Sealion,grey,electric,W.P. Kuala Lumpur
2026-01-09,jip,Chery,iCaur 03,white,electric,Rakan Niaga
2026-01-09,jip,Chery,iCaur 03,black,electric,Sarawak
2026-01-09,jip,Chery,iCaur 03,white,electric,W.P. Kuala Lumpur
2026-01-09,jip,Chery,iCaur V23,green,electric,Rakan Niaga
2026-01-09,jip,Chery,iCaur V23,silver,electric,Rakan Niaga
2026-01-09,jip,Chery,iCaur V23,white,electric,Rakan Niaga
2026-01-09,jip,Chery,iCaur V23,orange,electric,Rakan Niaga
2026-01-09,jip,Chery,iCaur V23,orange,electric,W.P. Kuala Lumpur
2026-01-09,window_van,Denza,D9,black,electric,Rakan Niaga
2026-01-09,motokar,Great Wall,Ora,grey,electric,Rakan Niaga
2026-01-09,jip,Leapmotor,B10,grey,electric,Rakan Niaga
2026-01-09,jip,Leapmotor,B10,black,electric,Rakan Niaga
2026-01-09,jip,Leapmotor,C10,white,electric,Melaka
2026-01-09,jip,Leapmotor,C10,grey,electric,Rakan Niaga
2026-01-09,jip,Mini,John Cooper Works,white,electric,W.P. Kuala Lumpur
2026-01-09,motokar,Neta,V,green,electric,Rakan Niaga
2026-01-09,jip,Neta,X,black,electric,Rakan Niaga
2026-01-09,motokar,Proton,e.MAS 5,grey,electric,Rakan Niaga
2026-01-09,motokar,Proton,e.MAS 5,silver,electric,Rakan Niaga
2026-01-09,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
2026-01-09,motokar,Proton,e.MAS 5,pink,electric,Rakan Niaga
2026-01-09,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-09,motokar,Proton,e.MAS 5,white,electric,Melaka
2026-01-09,motokar,Proton,e.MAS 5,pink,electric,Selangor
2026-01-09,motokar,Proton,e.MAS 5,white,electric,Johor
2026-01-09,motokar,Proton,e.MAS 5,white,electric,Selangor
2026-01-09,jip,Proton,e.MAS 7,grey,electric,Rakan Niaga
2026-01-09,jip,Proton,e.MAS 7,silver,electric,Johor
2026-01-09,jip,Proton,e.MAS 7,silver,electric,Rakan Niaga
2026-01-09,jip,Proton,e.MAS 7,pink,electric,Rakan Niaga
2026-01-09,jip,Proton,e.MAS 7,white,electric,Rakan Niaga
2026-01-09,jip,Smart,Brabus,red,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model 3,white,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model 3,red,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model 3,silver,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model 3,grey,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model 3,black,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model Y,grey,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model Y,black,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model Y,white,electric,Rakan Niaga
2026-01-09,motokar,Tesla,Model Y,red,electric,Rakan Niaga
2026-01-09,jip,Xpeng,G6,black,electric,Rakan Niaga
2026-01-09,jip,Xpeng,G6,purple,electric,Rakan Niaga
2026-01-09,jip,Xpeng,G6,grey,electric,Rakan Niaga
2026-01-09,jip,Xpeng,G6,white,electric,Rakan Niaga
2026-01-09,window_van,Xpeng,X9,black,electric,Rakan Niaga
2026-01-09,window_van,Zeekr,009,green,electric,Selangor
2026-01-09,window_van,Zeekr,009,green,electric,W.P. Kuala Lumpur
2026-01-09,jip,Zeekr,7X,blue,electric,Johor
2026-01-09,jip,Zeekr,7X,green,electric,W.P. Kuala Lumpur
2026-01-09,jip,Zeekr,7X,blue,electric,W.P. Kuala Lumpur
2026-01-09,jip,Zeekr,7X,green,electric,Rakan Niaga
2026-01-09,jip,Zeekr,7X,grey,electric,Pulau Pinang
2026-01-09,jip,Zeekr,7X,black,electric,Selangor
2026-01-09,jip,Zeekr,7X,black,electric,Rakan Niaga
2026-01-09,jip,Zeekr,7X,black,electric,W.P. Kuala Lumpur
2026-01-09,jip,Zeekr,7X,grey,electric,W.P. Kuala Lumpur
2026-01-09,jip,Zeekr,7X,white,electric,Rakan Niaga
2026-01-09,jip,Zeekr,7X,grey,electric,Rakan Niaga
2026-01-10,jip,BYD,Atto 3,black,electric,Rakan Niaga
2026-01-10,jip,BYD,Atto 3,grey,electric,Rakan Niaga
2026-01-10,jip,BYD,Sealion,grey,electric,Rakan Niaga
2026-01-10,jip,Chery,iCaur V23,black,electric,Rakan Niaga
2026-01-10,motokar,MG,Cyberster,red,electric,Rakan Niaga
2026-01-10,motokar,MG,MG4,orange,electric,Rakan Niaga
2026-01-10,motokar,MG,S5,grey,electric,Rakan Niaga
2026-01-10,motokar,Proton,e.MAS 5,yellow,electric,Rakan Niaga
2026-01-10,motokar,Proton,e.MAS 5,white,electric,Rakan Niaga
